,actor,actress,art_direction,cinematography,costume,director,editing,effects,music,other,picture,s_actor,s_actress,screenplay,song,sound,year
The Dawns Here Are Quiet,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1972
I Love You Rosa,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1972
My Dearest Senorita,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1972
The New Land,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1972
Ben,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1972
The Little Ark,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1972
The Life and Times of Judge Roy Bean,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1972
The Stepmother,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1972
Limelight,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,O,1972
Images,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1972
Napoleon and Samantha,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1972
Man of La Mancha,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1972
1776,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1972
The Hot Rock,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1972
The Sting,N,O,W,N,W,W,W,O,W,W,W,O,O,O,O,N,1973
American Graffiti,O,O,O,O,O,N,N,O,O,N,N,O,N,O,O,O,1973
Cries and Whispers,O,O,O,W,N,N,O,O,O,N,N,O,O,O,O,O,1973
The Exorcist,O,N,N,N,O,N,N,O,O,O,N,N,N,W,O,W,1973
A Touch of Class,O,W,O,O,O,O,O,O,N,N,N,O,O,O,N,O,1973
Last Tango in Paris,N,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,1973
Save the Tiger,W,O,O,O,O,O,O,O,O,N,O,N,O,O,O,O,1973
The Last Detail,N,O,O,O,O,O,O,O,O,O,O,N,O,N,O,O,1973
Serpico,N,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1973
Cinderella Liberty,O,N,O,O,O,O,O,O,N,O,O,O,O,O,N,O,1973
The Way We Were,O,N,N,N,N,O,O,O,W,O,O,O,O,O,W,O,1973
"Summer Wishes, Winter Dreams",O,N,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1973
The Paper Chase,O,O,O,O,O,O,O,O,O,O,O,W,O,N,O,N,1973
Bang the Drum Slowly,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1973
Paper Moon,O,O,O,O,O,O,O,O,O,O,O,O,WN,N,O,N,1973
The Great American Cowboy,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1973
Always a New Beginning,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Battle of Berlin (Schlacht um Berlin),O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Journey to the Outer Limits,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Walls of Fire,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Princeton: A Search for Answers,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1973
Background,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Christo's Valley Curtain,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Four Stones for Kanemitsu,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Paisti ag obair,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
The Bolero,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1973
Clockmaker,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Life Times Nine,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Frank Film,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1973
The Legend of John Henry,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Pulcinella,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
The Day of the Dolphin,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,N,1973
Papillon,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1973
Jesus Christ Superstar,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1973
Tom Sawyer,O,O,N,O,N,O,O,O,N,O,O,O,O,O,O,O,1973
Live and Let Die,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1973
Robin Hood,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1973
Day for Night,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1973
The House on Chelouche Street,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
L'Invitation,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
The Pedestrian,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Turkish Delight,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1973
Ludwig,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1973
"Brother Sun, Sister Moon",O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1973
Jonathan Livingston Seagull,O,O,O,N,O,O,N,O,O,O,O,O,O,O,O,O,1973
The Day of the Jackal,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1973
The Godfather Part II,N,O,W,O,N,W,O,O,W,O,W,WN,N,W,O,O,1974
Chinatown,N,N,N,N,N,N,N,O,N,O,N,O,O,W,O,N,1974
The Conversation,O,O,O,O,O,O,O,O,O,O,N,O,O,N,O,N,1974
Lenny,N,N,O,N,O,N,O,O,O,O,N,O,O,N,O,O,1974
The Towering Inferno,O,O,N,W,O,O,W,O,N,O,N,N,O,O,W,N,1974
Day for Night,O,O,O,O,O,N,O,O,O,O,O,O,N,N,O,O,1974
A Woman Under the Influence,O,N,O,O,O,N,O,O,O,O,O,O,O,O,O,O,1974
Harry and Tonto,W,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1974
Murder on the Orient Express,N,O,O,N,N,O,O,O,N,O,O,O,W,N,O,O,1974
Alice Doesn't Live Here Anymore,O,W,O,O,O,O,O,O,O,O,O,O,N,N,O,O,1974
Claudine,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1974
Thunderbolt and Lightfoot,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1974
Blazing Saddles,O,O,O,O,O,O,N,O,O,O,O,O,N,O,N,O,1974
The Apprenticeship of Duddy Kravitz,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1974
Young Frankenstein,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,N,1974
Hearts and Minds,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1974
The 81st Blow,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Antonia: A Portrait of the Woman,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Challenge... A Tribute to Modern Art,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Wild and the Brave,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Don't,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1974
City Out of Wilderness,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Exploratorium,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
John Muir's High Sierra,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Naked Yoga,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
One-Eyed Men Are Kings,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1974
Climb,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Concert,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Planet Ocean,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Violin,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Closed Mondays,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1974
The Family That Dwelt Apart,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Hunger,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Voyage to Next,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Winnie the Pooh and Tigger Too,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Shanks,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1974
The Great Gatsby,O,O,O,O,W,O,O,O,W,O,O,O,O,O,O,O,1974
The Little Prince,O,O,O,O,O,O,O,O,N,O,O,O,O,O,N,O,1974
Phantom of the Paradise,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1974
Benji,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1974
Gold,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1974
Earthquake,O,O,N,N,O,O,N,O,O,O,O,O,O,O,O,W,1974
Amarcord,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1974
Cats' Play,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Deluge,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
"Lacombe, Lucien",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
The Truce,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1974
Daisy Miller,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1974
The Island at the Top of the World,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1974
The Longest Yard,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1974
One Flew Over the Cuckoo's Nest,W,W,O,N,O,W,N,O,N,O,W,N,O,W,O,O,1975
Barry Lyndon,O,O,W,W,W,N,O,O,W,O,N,O,O,N,O,O,1975
Dog Day Afternoon,N,O,O,O,O,N,N,O,O,O,N,N,O,W,O,O,1975
Jaws,O,O,O,O,O,O,W,O,W,O,N,O,O,O,O,W,1975
Nashville,O,O,O,O,O,N,O,O,O,O,N,O,N,O,W,O,1975
Amarcord,O,O,O,O,O,N,O,O,O,O,O,O,O,N,O,O,1975
The Sunshine Boys,N,O,N,O,O,O,O,O,O,O,O,W,O,N,O,O,1975
The Man in the Glass Booth,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1975
"Give 'em Hell, Harry!",N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1975
The Story of Adele H.,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1975
Tommy,O,N,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1975
Hedda,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1975
Hester Street,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1975
The Day of the Locust,O,O,O,N,O,O,O,O,O,O,O,N,O,O,O,O,1975
Shampoo,O,O,N,O,O,O,O,O,O,O,O,N,W,N,O,O,1975
"Farewell, My Lovely",O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1975
Jacqueline Susann's Once Is Not Enough,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1975
And Now My Love,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1975
Lies My Father Told Me,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1975
The Man Who Would Be King,O,O,N,O,N,O,N,O,O,O,O,O,O,N,O,O,1975
Profumo di donna,O,O,O,O,O,O,O,O,O,N,O,O,O,N,O,O,1975
The Man Who Skied Down Everest,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1975
The California Reich,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Fighting for Our Lives,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
The Incredible Machine,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
The Other Half of the Sky: A China Memoir,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
The End of the Game,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1975
Arthur and Lillie,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Millions of Years Ahead of Man,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Probes in Space,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Whistling Smith,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Angel and Big Joe,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1975
Conquest of Light,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Dawn Flight,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
A Day in the Life of Bonnie Consolo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Doubletalk,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Great,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1975
Kick Me,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Monsieur Pointu,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Sisyphus,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
"Birds Do It, Bees Do It",O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1975
Bite the Bullet,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,N,1975
The Wind and the Lion,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,N,1975
Funny Lady,O,O,O,N,N,O,O,O,N,O,O,O,O,O,N,N,1975
Whiffs,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1975
The Other Side of the Mountain,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1975
Mahogany,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1975
The Hindenburg,O,O,N,N,O,O,O,O,O,O,O,O,O,O,O,N,1975
Dersu Uzala,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1975
Letters from Marusia,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
The Promised Land,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
Sandakan No. 8,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1975
The Four Musketeers,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1975
The Magic Flute,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1975
Three Days of the Condor,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1975
Rocky,N,N,O,O,O,W,W,O,O,N,W,N,O,O,N,N,1976
All the President's Men,O,O,W,O,O,N,N,O,O,O,N,W,N,W,O,W,1976
Bound for Glory,O,O,O,W,N,O,N,O,W,O,N,O,O,N,O,O,1976
Network,WN,W,O,N,O,N,N,O,O,W,N,N,W,O,O,O,1976
Taxi Driver,N,O,O,O,O,O,O,O,N,O,N,O,N,O,O,O,1976
Face to Face,O,N,O,O,O,N,O,O,O,O,O,O,O,O,O,O,1976
Seven Beauties,N,O,O,O,O,N,O,O,O,N,O,O,O,O,O,O,1976
Cousin Cousine,O,N,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Carrie,O,N,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1976
Marathon Man,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1976
Voyage of the Damned,O,O,O,O,O,O,O,O,N,O,O,O,N,N,O,O,1976
The Front,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Fellini's Casanova,O,O,O,O,W,O,O,O,O,O,O,O,O,N,O,O,1976
The Seven-Per-Cent Solution,O,O,O,O,N,O,O,O,O,O,O,O,O,N,O,O,1976
"Harlan County, USA",O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1976
Hollywood on Trial,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Off the Edge,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
People of the Wind,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Volcano: An Inquiry into the Life and Death of Malcolm Lowry,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Number Our Days,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1976
American Shoeshine,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Blackwood,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
The End of the Road,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Universe,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
In the Region of Ice,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1976
Kudzu,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
The Morning Spider,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Nightlife,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Number One,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Leisure,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1976
Dedalo,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
The Street,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
The Omen,O,O,O,O,O,O,O,O,W,O,O,O,O,O,N,O,1976
Obsession,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1976
The Outlaw Josey Wales,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1976
Bugsy Malone,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1976
A Star Is Born,O,O,O,N,O,O,O,O,N,O,O,O,O,O,W,N,1976
The Pink Panther Strikes Again,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1976
Half a House,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1976
King Kong,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,N,1976
Silver Streak,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1976
Black and White in Color,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1976
Jacob the Liar,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
Nights and Days,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1976
The Incredible Sarah,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,1976
The Passover Plot,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1976
The Last Tycoon,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1976
Logan's Run,O,O,N,N,O,O,O,O,O,O,O,O,O,O,O,O,1976
The Shootist,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1976
Two-Minute Warning,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1976
Annie Hall,N,W,O,O,O,W,O,O,O,W,W,O,O,O,O,O,1977
The Goodbye Girl,W,N,O,O,O,O,O,O,O,N,N,O,N,O,O,O,1977
Julia,O,N,O,N,N,N,N,O,N,O,N,WN,W,W,O,O,1977
Star Wars,O,O,W,O,W,N,W,W,W,N,N,N,O,O,O,W,1977
The Turning Point,O,N,N,N,O,N,N,O,O,N,N,N,N,O,O,N,1977
Close Encounters of the Third Kind,O,O,N,W,O,N,N,N,N,O,O,O,N,O,O,N,1977
Equus,N,O,O,O,O,O,O,O,O,O,O,N,O,N,O,O,1977
A Special Day,N,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Saturday Night Fever,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1977
Looking for Mr. Goodbar,O,O,O,N,O,O,O,O,O,O,O,O,N,O,O,O,1977
The Late Show,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
I Never Promised You a Rose Garden,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1977
"Oh, God!",O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1977
That Obscure Object of Desire,O,O,O,O,O,O,O,O,O,N,O,O,O,N,O,O,1977
Madame Rosa,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1977
Iphigenia,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Operation Thunderbolt,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1977
The Children of Theatre Street,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
High Grass Circus,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Homage to Chagall: The Colours of Love,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Union Maids,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Gravity Is My Enemy,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1977
"Agueda Martinez: Our People, Our Country",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
First Edition,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
"Of Time, Tombs and Treasures",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
The Shetland Experience,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
I'll Find a Way,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1977
The Absent-Minded Waiter,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Floating Free,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Notes on the Popular Arts,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Spaceborne,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
The Sand Castle,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1977
Bead Game,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
The Doonesbury Special,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
Jimmy the C,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1977
"Mohammad, Messenger of God",O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1977
The Spy Who Loved Me,O,O,N,O,O,O,O,O,N,O,O,O,O,O,N,O,1977
A Little Night Music,O,O,O,O,N,O,O,O,W,O,O,O,O,O,O,O,1977
Pete's Dragon,O,O,O,O,O,O,O,O,N,O,O,O,O,O,N,O,1977
The Slipper and the Rose,O,O,O,O,O,O,O,O,N,O,O,O,O,O,N,O,1977
You Light Up My Life,O,O,O,O,O,O,O,O,O,O,O,O,O,O,W,O,1977
The Rescuers,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1977
The Deep,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1977
Sorcerer,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1977
Airport '77,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,1977
The Other Side of Midnight,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1977
Islands in the Stream,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1977
Smokey and the Bandit,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1977
The Deer Hunter,N,O,O,N,O,W,W,O,O,O,W,W,N,N,O,W,1978
Coming Home,W,W,O,O,O,N,N,O,O,O,N,N,N,W,O,O,1978
Heaven Can Wait,N,O,W,N,O,N,O,O,N,O,N,N,N,N,O,O,1978
Midnight Express,O,O,O,O,O,N,N,O,W,O,N,N,O,W,O,O,1978
An Unmarried Woman,O,N,O,O,O,O,O,O,O,O,N,O,O,N,O,O,1978
Interiors,O,N,N,O,O,N,O,O,O,O,O,O,N,N,O,O,1978
The Buddy Holly Story,N,O,O,O,O,O,O,O,W,O,O,O,O,O,O,N,1978
The Boys from Brazil,N,O,O,O,O,O,N,O,N,O,O,O,O,O,O,O,1978
Autumn Sonata,O,N,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1978
"Same Time, Next Year",O,N,O,N,O,O,O,O,O,O,O,O,O,N,N,O,1978
Comes a Horseman,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1978
California Suite,O,O,N,O,O,O,O,O,O,O,O,O,W,N,O,O,1978
Bloodbrothers,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1978
Get Out Your Handkerchiefs,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1978
The Glass Cell,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Hungarians,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Viva Italia!,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
White Bim Black Ear,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Scared Straight!,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1978
The Lovers' Wind (Le vent des amoureux),O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Mysterious Castles of Clay,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Raoni,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
With Babies and Banners: Story of the Women's Emergency Brigade,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
The Flight of the Gossamer Condor,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1978
The Divided Trail: A Native American Odyssey,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
An Encounter with Faces,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Goodnight Miss Ann,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Squires of San Quentin,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Teenage Father,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1978
A Different Approach,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Mandy's Grandmother,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Strange Fruit,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Special Delivery,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1978
Oh My Darling,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Rip Van Winkle,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1978
Days of Heaven,O,O,O,W,N,O,O,O,N,O,O,O,O,O,O,N,1978
Superman,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,N,1978
Pretty Baby,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1978
The Wiz,O,O,N,N,N,O,O,O,N,O,O,O,O,O,O,O,1978
Thank God It's Friday,O,O,O,O,O,O,O,O,O,O,O,O,O,O,W,O,1978
Grease,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1978
Foul Play,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1978
The Magic of Lassie,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1978
Hooper,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1978
Death on the Nile,O,O,O,O,W,O,O,O,O,O,O,O,O,O,O,O,1978
Caravans,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1978
The Swarm,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1978
The Brink's Job,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1978
Kramer vs. Kramer,W,O,O,N,O,W,N,O,O,O,W,N,WN,W,O,O,1979
All That Jazz,N,O,W,N,W,N,W,O,W,O,N,O,O,N,O,O,1979
Apocalypse Now,O,O,N,W,O,N,N,O,O,O,N,N,O,N,O,W,1979
Breaking Away,O,O,O,O,O,N,O,O,N,O,N,O,N,W,O,O,1979
