,index,year,name,category,result,score
6071,36,2009,Eric Roth,screenplay,N,0.1
6072,37,2009,John Patrick Shanley,screenplay,N,0.1
6073,38,2009,Peter Morgan,screenplay,N,0.1
6074,39,2009,David Hare,screenplay,N,0.1
6116,0,2010,Kathryn Bigelow,picture,W,5.0
6117,1,2010,James Cameron,picture,N,0.1
6118,2,2010,Andrew A. Kosove,picture,N,0.1
6119,3,2010,Peter Jackson,picture,N,0.1
6120,4,2010,Finola Dwyer,picture,N,0.1
6121,5,2010,Lawrence Bender,picture,N,0.1
6122,6,2010,Lee Daniels,picture,N,0.1
6123,7,2010,Joel Coen and Ethan Coen,picture,N,0.1
6124,8,2010,Jonas Rivera,picture,N,0.1
6125,9,2010,Daniel Dubiecki,picture,N,0.1
6126,10,2010,Kathryn Bigelow,director,W,5.0
6127,11,2010,James Cameron,director,N,0.2
6128,12,2010,Quentin Tarantino,director,N,0.2
6129,13,2010,Lee Daniels,director,N,0.2
6130,14,2010,Jason Reitman,director,N,0.2
6141,25,2010,Christoph Waltz,s_actor,W,5.0
6142,26,2010,Matt Damon,s_actor,N,0.2
6143,27,2010,Woody Harrelson,s_actor,N,0.2
6144,28,2010,Christopher Plummer,s_actor,N,0.2
6145,29,2010,Stanley Tucci,s_actor,N,0.2
6146,30,2010,Mo'Nique,s_actress,W,5.0
6147,31,2010,Penélope Cruz,s_actress,N,0.2
6148,32,2010,Vera Farmiga,s_actress,N,0.2
6149,33,2010,Maggie Gyllenhaal,s_actress,N,0.2
6150,34,2010,Anna Kendrick,s_actress,N,0.2
6131,15,2010,Jeff Bridges,actor,W,5.0
6132,16,2010,George Clooney,actor,N,0.2
6133,17,2010,Colin Firth,actor,N,0.2
6134,18,2010,Morgan Freeman,actor,N,0.2
6135,19,2010,Jeremy Renner,actor,N,0.2
6136,20,2010,Sandra Bullock,actress,W,5.0
6137,21,2010,Helen Mirren,actress,N,0.2
6138,22,2010,Carey Mulligan,actress,N,0.2
6139,23,2010,Gabourey Sidibe,actress,N,0.2
6140,24,2010,Meryl Streep,actress,N,0.2
6151,35,2010,Mark Boal,screenplay,W,5.0
6152,36,2010,Quentin Tarantino,screenplay,N,0.1
6153,37,2010,Alessandro Camon,screenplay,N,0.1
6154,38,2010,Joel Coen and Ethan Coen,screenplay,N,0.1
6155,39,2010,Bob Peterson,screenplay,N,0.1
6156,40,2010,Geoffrey Fletcher,screenplay,W,5.0
6157,41,2010,Neill Blomkamp,screenplay,N,0.1
6158,42,2010,Nick Hornby,screenplay,N,0.1
6159,43,2010,Jesse Armstrong,screenplay,N,0.1
6160,44,2010,Sheldon Turner,screenplay,N,0.1
6204,0,2011,Iain Canning,picture,W,5.0
6205,1,2011,Christian Colson,picture,N,0.1
6206,2,2011,Mike Medavoy,picture,N,0.1
6207,3,2011,David Hoberman,picture,N,0.1
6208,4,2011,Emma Thomas,picture,N,0.1
6209,5,2011,Gary Gilbert,picture,N,0.1
6210,6,2011,Scott Rudin,picture,N,0.1
6211,7,2011,Darla K. Anderson,picture,N,0.1
6212,8,2011,Scott Rudin,picture,N,0.1
6213,9,2011,Anne Rosellini,picture,N,0.1
6214,10,2011,Tom Hooper,director,W,5.0
6215,11,2011,Darren Aronofsky,director,N,0.2
6216,12,2011,David O. Russell,director,N,0.2
6217,13,2011,David Fincher,director,N,0.2
6218,14,2011,Joel Coen and Ethan Coen,director,N,0.2
6229,25,2011,Christian Bale,s_actor,W,5.0
6230,26,2011,John Hawkes,s_actor,N,0.2
6231,27,2011,Jeremy Renner,s_actor,N,0.2
6232,28,2011,Mark Ruffalo,s_actor,N,0.2
6233,29,2011,Geoffrey Rush,s_actor,N,0.2
6234,30,2011,Melissa Leo,s_actress,W,5.0
6235,31,2011,Amy Adams,s_actress,N,0.2
6236,32,2011,Helena Bonham Carter,s_actress,N,0.2
6237,33,2011,Hailee Steinfeld,s_actress,N,0.2
6238,34,2011,Jacki Weaver,s_actress,N,0.2
6219,15,2011,Colin Firth,actor,W,5.0
6220,16,2011,Javier Bardem,actor,N,0.2
6221,17,2011,Jeff Bridges,actor,N,0.2
6222,18,2011,Jesse Eisenberg,actor,N,0.2
6223,19,2011,James Franco,actor,N,0.2
6224,20,2011,Natalie Portman,actress,W,5.0
6225,21,2011,Annette Bening,actress,N,0.2
6226,22,2011,Nicole Kidman,actress,N,0.2
6227,23,2011,Jennifer Lawrence,actress,N,0.2
6228,24,2011,Michelle Williams,actress,N,0.2
6239,35,2011,David Seidler,screenplay,W,5.0
6240,36,2011,Mike Leigh,screenplay,N,0.1
6241,37,2011,Scott Silver,screenplay,N,0.1
6242,38,2011,Christopher Nolan,screenplay,N,0.1
6243,39,2011,Lisa Cholodenko,screenplay,N,0.1
6244,40,2011,Aaron Sorkin,screenplay,W,5.0
6245,41,2011,Danny Boyle,screenplay,N,0.1
6246,42,2011,Michael Arndt,screenplay,N,0.1
6247,43,2011,Joel Coen,screenplay,N,0.1
6248,44,2011,Debra Granik,screenplay,N,0.1
6293,0,2012,Thomas Langmann,picture,W,5.0
6294,1,2012,Jim Burke,picture,N,0.1111111111111111
6295,2,2012,Scott Rudin,picture,N,0.1111111111111111
6296,3,2012,Brunson Green,picture,N,0.1111111111111111
6297,4,2012,Graham King,picture,N,0.1111111111111111
6298,5,2012,Letty Aronson,picture,N,0.1111111111111111
6299,6,2012,Michael De Luca,picture,N,0.1111111111111111
6300,7,2012,Dede Gardner,picture,N,0.1111111111111111
6301,8,2012,Steven Spielberg,picture,N,0.1111111111111111
6302,9,2012,Michel Hazanavicius,director,W,5.0
6303,10,2012,Alexander Payne,director,N,0.2
6304,11,2012,Martin Scorsese,director,N,0.2
6305,12,2012,Woody Allen,director,N,0.2
6306,13,2012,Terrence Malick,director,N,0.2
6317,24,2012,Christopher Plummer,s_actor,W,5.0
6318,25,2012,Kenneth Branagh,s_actor,N,0.2
6319,26,2012,Jonah Hill,s_actor,N,0.2
6320,27,2012,Nick Nolte,s_actor,N,0.2
6321,28,2012,Max von Sydow,s_actor,N,0.2
6322,29,2012,Octavia Spencer,s_actress,W,5.0
6323,30,2012,Bérénice Bejo,s_actress,N,0.2
6324,31,2012,Jessica Chastain,s_actress,N,0.2
6325,32,2012,Melissa McCarthy,s_actress,N,0.2
6326,33,2012,Janet McTeer,s_actress,N,0.2
6307,14,2012,Jean Dujardin,actor,W,5.0
6308,15,2012,Demián Bichir,actor,N,0.2
6309,16,2012,George Clooney,actor,N,0.2
6310,17,2012,Gary Oldman,actor,N,0.2
6311,18,2012,Brad Pitt,actor,N,0.2
6312,19,2012,Meryl Streep,actress,W,5.0
6313,20,2012,Glenn Close,actress,N,0.2
6314,21,2012,Viola Davis,actress,N,0.2
6315,22,2012,Rooney Mara,actress,N,0.2
6316,23,2012,Michelle Williams,actress,N,0.2
6327,34,2012,Woody Allen,screenplay,W,5.0
6328,35,2012,Michel Hazanavicius,screenplay,N,0.1
6329,36,2012,Kristen Wiig,screenplay,N,0.1
6330,37,2012,J. C. Chandor,screenplay,N,0.1
6331,38,2012,Asghar Farhadi,screenplay,N,0.1
6332,39,2012,Alexander Payne,screenplay,W,5.0
6333,40,2012,John Logan,screenplay,N,0.1
6334,41,2012,George Clooney,screenplay,N,0.1
6335,42,2012,Steven Zaillian,screenplay,N,0.1
6336,43,2012,Bridget O'Connor,screenplay,N,0.1
6379,0,2013,Grant Heslov,picture,W,5.0
6380,1,2013,Margaret Ménégoz,picture,N,0.1111111111111111
6381,2,2013,"Dan Janvey, Josh Penn and Michael Gottwald, producers",picture,N,0.1111111111111111
6382,3,2013,Stacey Sher,picture,N,0.1111111111111111
6383,4,2013,Tim Bevan,picture,N,0.1111111111111111
6384,5,2013,Ang Lee,picture,N,0.1111111111111111
6385,6,2013,Steven Spielberg,picture,N,0.1111111111111111
6386,7,2013,Donna Gigliotti,picture,N,0.1111111111111111
6387,8,2013,Mark Boal,picture,N,0.1111111111111111
6388,9,2013,Ang Lee,director,W,5.0
6389,10,2013,Michael Haneke,director,N,0.2
6390,11,2013,Benh Zeitlin,director,N,0.2
6391,12,2013,Steven Spielberg,director,N,0.2
6392,13,2013,David O. Russell,director,N,0.2
6403,24,2013,Christoph Waltz,s_actor,W,5.0
6404,25,2013,Alan Arkin,s_actor,N,0.2
6405,26,2013,Robert De Niro,s_actor,N,0.2
6406,27,2013,Philip Seymour Hoffman,s_actor,N,0.2
6407,28,2013,Tommy Lee Jones,s_actor,N,0.2
6408,29,2013,Anne Hathaway,s_actress,W,5.0
6409,30,2013,Amy Adams,s_actress,N,0.2
6410,31,2013,Sally Field,s_actress,N,0.2
6411,32,2013,Helen Hunt,s_actress,N,0.2
6412,33,2013,Jacki Weaver,s_actress,N,0.2
6393,14,2013,Daniel Day-Lewis,actor,W,5.0
6394,15,2013,Bradley Cooper,actor,N,0.2
6395,16,2013,Hugh Jackman,actor,N,0.2
6396,17,2013,Joaquin Phoenix,actor,N,0.2
6397,18,2013,Denzel Washington,actor,N,0.2
6398,19,2013,Jennifer Lawrence,actress,W,5.0
6399,20,2013,Jessica Chastain,actress,N,0.2
6400,21,2013,Emmanuelle Riva,actress,N,0.2
6401,22,2013,Quvenzhané Wallis,actress,N,0.2
6402,23,2013,Naomi Watts,actress,N,0.2
6413,34,2013,Quentin Tarantino,screenplay,W,5.0
6414,35,2013,Michael Haneke,screenplay,N,0.1
6415,36,2013,John Gatins,screenplay,N,0.1
6416,37,2013,Wes Anderson,screenplay,N,0.1
6417,38,2013,Mark Boal,screenplay,N,0.1
6418,39,2013,Chris Terrio,screenplay,W,5.0
6419,40,2013,Lucy Alibar,screenplay,N,0.1
6420,41,2013,David Magee,screenplay,N,0.1
6421,42,2013,Tony Kushner,screenplay,N,0.1
6422,43,2013,David O. Russell,screenplay,N,0.1
6463,0,2014,Brad Pitt,picture,W,5.0
6464,1,2014,Charles Roven,picture,N,0.1111111111111111
6465,2,2014,Scott Rudin,picture,N,0.1111111111111111
6466,3,2014,Robbie Brenner,picture,N,0.1111111111111111
6467,4,2014,Alfonso Cuarón,picture,N,0.1111111111111111
6468,5,2014,Megan Ellison,picture,N,0.1111111111111111
6469,6,2014,Albert Berger,picture,N,0.1111111111111111
6470,7,2014,Gabrielle Tana,picture,N,0.1111111111111111
6471,8,2014,Martin Scorsese,picture,N,0.1111111111111111
6472,9,2014,Alfonso Cuarón,director,W,5.0
6473,10,2014,Steve McQueen,director,N,0.2
6474,11,2014,David O. Russell,director,N,0.2
6475,12,2014,Alexander Payne,director,N,0.2
6476,13,2014,Martin Scorsese,director,N,0.2
6487,24,2014,Jared Leto,s_actor,W,5.0
6488,25,2014,Barkhad Abdi,s_actor,N,0.2
6489,26,2014,Bradley Cooper,s_actor,N,0.2
6490,27,2014,Michael Fassbender,s_actor,N,0.2
6491,28,2014,Jonah Hill,s_actor,N,0.2
6492,29,2014,Lupita Nyong'o,s_actress,W,5.0
6493,30,2014,Sally Hawkins,s_actress,N,0.2
6494,31,2014,Jennifer Lawrence,s_actress,N,0.2
6495,32,2014,Julia Roberts,s_actress,N,0.2
6496,33,2014,June Squibb,s_actress,N,0.2
6477,14,2014,Matthew McConaughey,actor,W,5.0
6478,15,2014,Christian Bale,actor,N,0.2
6479,16,2014,Bruce Dern,actor,N,0.2
6480,17,2014,Leonardo DiCaprio,actor,N,0.2
6481,18,2014,Chiwetel Ejiofor,actor,N,0.2
6482,19,2014,Cate Blanchett,actress,W,5.0
6483,20,2014,Amy Adams,actress,N,0.2
6484,21,2014,Sandra Bullock,actress,N,0.2
6485,22,2014,Judi Dench,actress,N,0.2
6486,23,2014,Meryl Streep,actress,N,0.2
6497,34,2014,Spike Jonze,screenplay,W,5.0
6498,35,2014,Eric Warren Singer,screenplay,N,0.1
6499,36,2014,Woody Allen,screenplay,N,0.1
6500,37,2014,Craig Borten,screenplay,N,0.1
6501,38,2014,Bob Nelson,screenplay,N,0.1
6502,39,2014,John Ridley,screenplay,W,5.0
6503,40,2014,Richard Linklater,screenplay,N,0.1
6504,41,2014,Billy Ray,screenplay,N,0.1
6505,42,2014,Steve Coogan,screenplay,N,0.1
6506,43,2014,Terence Winter,screenplay,N,0.1
6547,0,2015,Alejandro G. Iñárritu,picture,W,5.0
6548,1,2015,Clint Eastwood,picture,N,0.125
6549,2,2015,Richard Linklater,picture,N,0.125
6550,3,2015,Wes Anderson,picture,N,0.125
6551,4,2015,Nora Grossman,picture,N,0.125
6552,5,2015,Christian Colson,picture,N,0.125
6553,6,2015,Tim Bevan,picture,N,0.125
6554,7,2015,Jason Blum,picture,N,0.125
6555,8,2015,Alejandro G. Iñárritu,director,W,5.0
6556,9,2015,Richard Linklater,director,N,0.2
6557,10,2015,Bennett Miller,director,N,0.2
6558,11,2015,Wes Anderson,director,N,0.2
6559,12,2015,Morten Tyldum,director,N,0.2
6570,23,2015,J. K. Simmons,s_actor,W,5.0
6571,24,2015,Robert Duvall,s_actor,N,0.2
6572,25,2015,Ethan Hawke,s_actor,N,0.2
6573,26,2015,Edward Norton,s_actor,N,0.2
6574,27,2015,Mark Ruffalo,s_actor,N,0.2
6575,28,2015,Patricia Arquette,s_actress,W,5.0
6576,29,2015,Laura Dern,s_actress,N,0.2
6577,30,2015,Keira Knightley,s_actress,N,0.2
6578,31,2015,Emma Stone,s_actress,N,0.2
6579,32,2015,Meryl Streep,s_actress,N,0.2
6560,13,2015,Eddie Redmayne,actor,W,5.0
6561,14,2015,Steve Carell,actor,N,0.2
6562,15,2015,Bradley Cooper,actor,N,0.2
6563,16,2015,Benedict Cumberbatch,actor,N,0.2
6564,17,2015,Michael Keaton,actor,N,0.2
6565,18,2015,Julianne Moore,actress,W,5.0
6566,19,2015,Marion Cotillard,actress,N,0.2
6567,20,2015,Felicity Jones,actress,N,0.2
6568,21,2015,Rosamund Pike,actress,N,0.2
6569,22,2015,Reese Witherspoon,actress,N,0.2
6580,33,2015,Alejandro G. Iñárritu,screenplay,W,5.0
6581,34,2015,Richard Linklater,screenplay,N,0.1
6582,35,2015,E. Max Frye,screenplay,N,0.1
6583,36,2015,Wes Anderson,screenplay,N,0.1
6584,37,2015,Dan Gilroy,screenplay,N,0.1
6585,38,2015,Graham Moore,screenplay,W,5.0
6586,39,2015,Jason Hall,screenplay,N,0.1
6587,40,2015,Paul Thomas Anderson,screenplay,N,0.1
6588,41,2015,Anthony McCarten,screenplay,N,0.1
6589,42,2015,Damien Chazelle,screenplay,N,0.1
6630,0,2016,Michael Sugar,picture,W,5.0
6631,1,2016,Brad Pitt,picture,N,0.125
6632,2,2016,Steven Spielberg,picture,N,0.125
6633,3,2016,Finola Dwyer,picture,N,0.125
6634,4,2016,Doug Mitchell,picture,N,0.125
6635,5,2016,Simon Kinberg,picture,N,0.125
6636,6,2016,Arnon Milchan,picture,N,0.125
6637,7,2016,Ed Guiney,picture,N,0.125
6638,8,2016,Alejandro G. Iñárritu,director,W,5.0
6639,9,2016,Adam McKay,director,N,0.2
6640,10,2016,George Miller,director,N,0.2
6641,11,2016,Lenny Abrahamson,director,N,0.2
6642,12,2016,Tom McCarthy,director,N,0.2
6653,23,2016,Mark Rylance,s_actor,W,5.0
6654,24,2016,Christian Bale,s_actor,N,0.2
6655,25,2016,Tom Hardy,s_actor,N,0.2
6656,26,2016,Mark Ruffalo,s_actor,N,0.2
6657,27,2016,Sylvester Stallone,s_actor,N,0.2
6658,28,2016,Alicia Vikander,s_actress,W,5.0
6659,29,2016,Jennifer Jason Leigh,s_actress,N,0.2
6660,30,2016,Rooney Mara,s_actress,N,0.2
6661,31,2016,Rachel McAdams,s_actress,N,0.2
6662,32,2016,Kate Winslet,s_actress,N,0.2
6643,13,2016,Leonardo DiCaprio,actor,W,5.0
6644,14,2016,Bryan Cranston,actor,N,0.2
6645,15,2016,Matt Damon,actor,N,0.2
6646,16,2016,Michael Fassbender,actor,N,0.2
6647,17,2016,Eddie Redmayne,actor,N,0.2
6648,18,2016,Brie Larson,actress,W,5.0
6649,19,2016,Cate Blanchett,actress,N,0.2
6650,20,2016,Jennifer Lawrence,actress,N,0.2
6651,21,2016,Charlotte Rampling,actress,N,0.2
6652,22,2016,Saoirse Ronan,actress,N,0.2
6663,33,2016,Tom McCarthy,screenplay,W,5.0
6664,34,2016,Matt Charman,screenplay,N,0.1
6665,35,2016,Alex Garland,screenplay,N,0.1
6666,36,2016,Pete Docter,screenplay,N,0.1
6667,37,2016,Jonathan Herman,screenplay,N,0.1
6668,38,2016,Adam McKay,screenplay,W,5.0
6669,39,2016,Nick Hornby,screenplay,N,0.1
6670,40,2016,Phyllis Nagy,screenplay,N,0.1
6671,41,2016,Drew Goddard,screenplay,N,0.1
6672,42,2016,Emma Donoghue,screenplay,N,0.1
6713,0,2017,Adele Romanski,picture,W,5.0
6714,1,2017,Shawn Levy,picture,N,0.1111111111111111
6715,2,2017,Scott Rudin,picture,N,0.1111111111111111
6716,3,2017,Bill Mechanic,picture,N,0.1111111111111111
6717,4,2017,Carla Hacken,picture,N,0.1111111111111111
6718,5,2017,Donna Gigliotti,picture,N,0.1111111111111111
6719,6,2017,Fred Berger,picture,N,0.1111111111111111
6720,7,2017,Emile Sherman,picture,N,0.1111111111111111
6721,8,2017,Matt Damon,picture,N,0.1111111111111111
6722,9,2017,Damien Chazelle,director,W,5.0
6723,10,2017,Denis Villeneuve,director,N,0.2
6724,11,2017,Mel Gibson,director,N,0.2
6725,12,2017,Kenneth Lonergan,director,N,0.2
6726,13,2017,Barry Jenkins,director,N,0.2
6737,24,2017,Mahershala Ali,s_actor,W,5.0
6738,25,2017,Jeff Bridges,s_actor,N,0.2
6739,26,2017,Lucas Hedges,s_actor,N,0.2
6740,27,2017,Dev Patel,s_actor,N,0.2
6741,28,2017,Michael Shannon,s_actor,N,0.2
6742,29,2017,Viola Davis,s_actress,W,5.0
6743,30,2017,Naomie Harris,s_actress,N,0.2
6744,31,2017,Nicole Kidman,s_actress,N,0.2
6745,32,2017,Octavia Spencer,s_actress,N,0.2
6746,33,2017,Michelle Williams,s_actress,N,0.2
6727,14,2017,Casey Affleck,actor,W,5.0
6728,15,2017,Andrew Garfield,actor,N,0.2
6729,16,2017,Ryan Gosling,actor,N,0.2
6730,17,2017,Viggo Mortensen,actor,N,0.2
6731,18,2017,Denzel Washington,actor,N,0.2
6732,19,2017,Emma Stone,actress,W,5.0
6733,20,2017,Isabelle Huppert,actress,N,0.2
6734,21,2017,Ruth Negga,actress,N,0.2
6735,22,2017,Natalie Portman,actress,N,0.2
6736,23,2017,Meryl Streep,actress,N,0.2
6747,34,2017,Kenneth Lonergan,screenplay,W,5.0
6748,35,2017,Mike Mills,screenplay,N,0.1
6749,36,2017,Taylor Sheridan,screenplay,N,0.1
6750,37,2017,Damien Chazelle,screenplay,N,0.1
6751,38,2017,Yorgos Lanthimos,screenplay,N,0.1
6752,39,2017,Barry Jenkins,screenplay,W,5.0
6753,40,2017,Eric Heisserer,screenplay,N,0.1
6754,41,2017,August Wilson,screenplay,N,0.1
6755,42,2017,Allison Schroeder,screenplay,N,0.1
6756,43,2017,Luke Davies,screenplay,N,0.1
6797,0,2018,Guillermo del Toro,picture,W,5.0
6798,1,2018,Peter Spears,picture,N,0.1111111111111111
6799,2,2018,Tim Bevan,picture,N,0.1111111111111111
6800,3,2018,Emma Thomas,picture,N,0.1111111111111111
6801,4,2018,Sean McKittrick,picture,N,0.1111111111111111
6802,5,2018,Scott Rudin,picture,N,0.1111111111111111
6803,6,2018,JoAnne Sellar,picture,N,0.1111111111111111
6804,7,2018,Amy Pascal,picture,N,0.1111111111111111
6805,8,2018,Graham Broadbent,picture,N,0.1111111111111111
6806,9,2018,Guillermo del Toro,director,W,5.0
6807,10,2018,Christopher Nolan,director,N,0.2
6808,11,2018,Jordan Peele,director,N,0.2
6809,12,2018,Greta Gerwig,director,N,0.2
6810,13,2018,Paul Thomas Anderson,director,N,0.2
6821,24,2018,Sam Rockwell,s_actor,W,5.0
6822,25,2018,Willem Dafoe,s_actor,N,0.2
6823,26,2018,Woody Harrelson,s_actor,N,0.2
6824,27,2018,Richard Jenkins,s_actor,N,0.2
6825,28,2018,Christopher Plummer,s_actor,N,0.2
6826,29,2018,Allison Janney,s_actress,W,5.0
6827,30,2018,Mary J. Blige,s_actress,N,0.2
6828,31,2018,Lesley Manville,s_actress,N,0.2
6829,32,2018,Laurie Metcalf,s_actress,N,0.2
6830,33,2018,Octavia Spencer,s_actress,N,0.2
6811,14,2018,Gary Oldman,actor,W,5.0
6812,15,2018,Timothée Chalamet,actor,N,0.2
6813,16,2018,Daniel Day-Lewis,actor,N,0.2
6814,17,2018,Daniel Kaluuya,actor,N,0.2
6815,18,2018,Denzel Washington,actor,N,0.2
6816,19,2018,Frances McDormand,actress,W,5.0
6817,20,2018,Sally Hawkins,actress,N,0.2
6818,21,2018,Margot Robbie,actress,N,0.2
6819,22,2018,Saoirse Ronan,actress,N,0.2
6820,23,2018,Meryl Streep,actress,N,0.2
6831,34,2018,Jordan Peele,screenplay,W,5.0
6832,35,2018,Emily V. Gordon,screenplay,N,0.1
6833,36,2018,Greta Gerwig,screenplay,N,0.1
6834,37,2018,Guillermo del Toro,screenplay,N,0.1
6835,38,2018,Martin McDonagh,screenplay,N,0.1
6836,39,2018,James Ivory,screenplay,W,5.0
6837,40,2018,Scott Neustadter,screenplay,N,0.1
6838,41,2018,Scott Frank,screenplay,N,0.1
6839,42,2018,Aaron Sorkin,screenplay,N,0.1
6840,43,2018,Virgil Williams,screenplay,N,0.1
